N,оценочно,погрешность
77600,0.947407114583851,0.00305968883100324
78100,0.949059724979729,0.00480937684150136
78600,0.949330705529539,0.00509627532662793
79100,0.948492075407481,0.00420838240675548
79600,0.948641079930675,0.00436613975137382
80100,0.948059974338349,0.00375089886322301
80600,0.947124212390282,0.00276016840110244
81100,0.947278894160378,0.0029239364853744
81600,0.945287091506944,0.000815131390910184
82100,0.945214241081689,0.000738001587087455
82600,0.944553765603773,3.87284687405679e-05
83100,0.944252217723244,0.000280532932777617
83600,0.943837983382495,0.000719100220841212
84100,0.942619459893776,0.00200920219771363
84600,0.942679447267867,0.00194569104621062
85100,0.941596293079983,0.00309247186084736
85600,0.942002285172506,0.00266263098702938
86100,0.941838977940203,0.00283553121027648
86600,0.941453026773978,0.00324415391401042
87100,0.941183127124644,0.00352990800442138
87600,0.942248107967425,0.00240236807324763
88100,0.942087112915226,0.00257282029434281
88600,0.941379281692341,0.00332223092810594
89100,0.941443198874707,0.00325455912359028
89600,0.940095824934334,0.00468108048337828
90100,0.942216328069438,0.0024360147855171
90600,0.942167259215191,0.00248796604164989
91100,0.942225448372023,0.00242635873825662
91600,0.942495275986859,0.00214068091379344
92100,0.941601006716572,0.00308748133588994
92600,0.942396245486784,0.00224552866198991
93100,0.942869662058982,0.0017443026607429
93600,0.943130282814062,0.00146837252525061
94100,0.942768231555485,0.00185169139332583
94600,0.941896152511323,0.00277499809137371
95100,0.94174885822772,0.00293094473353366
95600,0.942416672541643,0.0022239016813866
96100,0.940750699745485,0.00398773702607853
96600,0.941718697007568,0.00296287768361855
97100,0.941174850432503,0.00353867088588516
97600,0.940536964007234,0.00421402802579969
98100,0.9406984147284,0.00404309336883825
98600,0.939773608388448,0.00502222466867883
99100,0.940918324363279,0.00381026580554731
99600,0.940880205524507,0.00385062382056362
